LibrisID	Gammal URL	Ny URL
17294930	http://www.scb.se/Statistik/_Publikationer/AA0101_2014M12_TI_A06TI1411.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2014M12_TI_A06TI1411.pdf
17526251	http://www.scb.se/Statistik/_Publikationer/AA0101_2015M01_TI_A06TI1501.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2015M01_TI_A06TI1501.pdf
17646429	http://www.scb.se/Statistik/_Publikationer/AA0101_2015M02_TI_A06TI1502.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2015M02_TI_A06TI1502.pdf
17823920	http://www.scb.se/Statistik/_Publikationer/AA0101_2015M03_TI_A06TI1503.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2015M03_TI_A06TI1503.pdf
18059243	http://www.scb.se/Statistik/_Publikationer/AA0101_2015M04_TI_A06TI1504.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2015M04_TI_A06TI1504.pdf
18056413	http://www.scb.se/Statistik/_Publikationer/AA0101_2015M05_TI_A06TI1505.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2015M05_TI_A06TI1505.pdf
18118209	http://www.scb.se/Statistik/_Publikationer/AA0101_2015M06_TI_A06TI1506.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2015M06_TI_A06TI1506.pdf
18378431	http://www.scb.se/Statistik/_Publikationer/AA0101_2015M08_TI_A06TI1507.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2015M08_TI_A06TI1507.pdf
18489114	http://www.scb.se/Statistik/_Publikationer/AA0101_2015M09_TI_A06TI1508.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2015M09_TI_A06TI1508.pdf
18626753	http://www.scb.se/Statistik/_Publikationer/AA0101_2015M10_TI_A06TI1509.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2015M10_TI_A06TI1509.pdf
18768414	http://www.scb.se/Statistik/_Publikationer/AA0101_2015M11_BR_A06TI1510.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2015M11_BR_A06TI1510.pdf
18886022	http://www.scb.se/Statistik/_Publikationer/AA0101_2015M12_BR_A06TI1511.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2015M12_BR_A06TI1511.pdf
19248321	http://www.scb.se/Statistik/_Publikationer/AA0101_2016M01_TI_A06TI1601.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2016M01_TI_A06TI1601.pdf
19351235	http://www.scb.se/Statistik/_Publikationer/AA0101_2016M02_TI_A06TI1602.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2016M02_TI_A06TI1602.pdf
19506252	http://www.scb.se/Statistik/_Publikationer/AA0101_2016M03_TI_A06TI1603.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2016M03_TI_A06TI1603.pdf
20858816	http://www.scb.se/Statistik/_Publikationer/AA0101_2016M04_TI_A06TI1604.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2016M04_TI_A06TI1604.pdf
20910309	http://www.scb.se/Statistik/_Publikationer/AA0101_2016M06_TI_A06TI1606.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2016M06_TI_A06TI1606.pdf
20910312	http://www.scb.se/Statistik/_Publikationer/AA0101_2016M08_TI_A06TI1607.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2016M08_TI_A06TI1607.pdf
20910417	http://www.scb.se/Statistik/_Publikationer/AA0101_2016M09_TI_A06TI1608.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2016M09_TI_A06TI1608.pdf
20910447	http://www.scb.se/Statistik/_Publikationer/AA0101_2016M10_TI_A06TI1609.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2016M10_TI_A06TI1609.pdf
21075260	http://www.scb.se/Statistik/_Publikationer/AA0101_2016M11_TI_A06TI1610.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA0101_2016M11_TI_A06TI1610.pdf
16248165	http://www.scb.se/Statistik/_Publikationer/AA9998_2014A01_BR_A40BR1404.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA9998_2014A01_BR_A40BR1404.pdf
16247870	http://www.scb.se/Statistik/_Publikationer/AA9999_2013A01_BR_A16BR1301.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AA9999_2013A01_BR_A16BR1301.pdf
18510728	http://www.scb.se/Statistik/_Publikationer/AM0206_2001I15_BR_AM79BR1505.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM0206_2001I15_BR_AM79BR1505.pdf
18467031	http://www.scb.se/Statistik/_Publikationer/AM0401_2013A01_BR_AM76BR1304.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM0401_2013A01_BR_AM76BR1304.pdf
14698187	http://www.scb.se/statistik/_publikationer/AM0401_2013A01_BR_AM76BR1305.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM0401_2013A01_BR_AM76BR1305.pdf
14698190	http://www.scb.se/statistik/_publikationer/AM0401_2013A01_BR_AM76BR1306.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM0401_2013A01_BR_AM76BR1306.pdf
14698193	http://www.scb.se/statistik/_publikationer/AM0401_2013A01_BR_AM76BR1307.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM0401_2013A01_BR_AM76BR1307.pdf
14702693	http://www.scb.se/statistik/_publikationer/AM0401_2013A01_BR_AM76BR1308.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM0401_2013A01_BR_AM76BR1308.pdf
16259112	http://www.scb.se/Statistik/_Publikationer/AM0401_2014A01_BR_AM76BR1402.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM0401_2014A01_BR_AM76BR1402.pdf
16247907	http://www.scb.se/Statistik/_Publikationer/AM0401_2014M01_BR_AM76BR1401.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM0401_2014M01_BR_AM76BR1401.pdf
19612592	http://www.scb.se/Statistik/_Publikationer/AM0401_2015A01_BR_AM76BR1503.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM0401_2015A01_BR_AM76BR1503.pdf
18382143	http://www.scb.se/Statistik/_Publikationer/AM0401_2015A01_BR_AM76BR1504.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM0401_2015A01_BR_AM76BR1504.pdf
20910328	http://www.scb.se/Statistik/_Publikationer/AM0401_2016A01_BR_AM76BR1602.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM0401_2016A01_BR_AM76BR1602.pdf
20910339	http://www.scb.se/Statistik/_Publikationer/AM0401_2016A01_BR_AM76BR1603.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM0401_2016A01_BR_AM76BR1603.pdf
20910436	http://www.scb.se/Statistik/_Publikationer/AM0401_2016K03J_BR_AM110SM1604.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM0401_2016K03J_BR_AM110SM1604.pdf
16308542	http://www.scb.se/Statistik/_Publikationer/AM0503_2013A01_BR_AM78BR1401.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM0503_2013A01_BR_AM78BR1401.pdf
17822646	http://www.scb.se/Statistik/_Publikationer/AM0503_2014A01_BR_AM78BR1501.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM0503_2014A01_BR_AM78BR1501.pdf
19506003	http://www.scb.se/Statistik/_Publikationer/AM0503_2015A01_BR_AM78BR1601.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM0503_2015A01_BR_AM78BR1601.pdf
19239946	http://www.scb.se/Statistik/_Publikationer/AM9901_1990I13_BR_AM76BR1601.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM9901_1990I13_BR_AM76BR1601.pdf
14804524	http://www.scb.se/statistik/_publikationer/AM9903_2013H02_BR_AM78BR1302.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM9903_2013H02_BR_AM78BR1302.pdf
17417670	http://www.scb.se/Statistik/_Publikationer/AM9903_2014H02_BR_AM78BR1403.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM9903_2014H02_BR_AM78BR1403.pdf
19129073	http://www.scb.se/Statistik/_Publikationer/AM9903_2015A01_BR_AM78BR1502.pdf	http://share.scb.se/download.aspx?id=OV9997&file=AM9903_2015A01_BR_AM78BR1502.pdf
16248122	http://www.scb.se/Statistik/_Publikationer/BE0401_2014A01_BR_BE52BR1401.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0401_2014A01_BR_BE52BR1401.pdf
17979560	http://www.scb.se/Statistik/_Publikationer/BE0401_2015I60_BR_BE51BR1502.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0401_2015I60_BR_BE51BR1502.pdf
13925615	http://www.scb.se/statistik/_publikationer/BE0701_2000A10_BR_BE51BR1301.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2000A10_BR_BE51BR1301.pdf
13914711	http://www.scb.se/statistik/_publikationer/BE0701_2012A01_BR_BE51BR1203.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2012A01_BR_BE51BR1203.pdf
13751872	http://www.scb.se/statistik/_publikationer/BE0701_2012A01_BR_BE51BR1203.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2012A01_BR_BE51BR1203.pdf
15216479	http://www.scb.se/statistik/_publikationer/BE0701_2013A01_BR_BE51BR1302.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2013A01_BR_BE51BR1302.pdf
16248161	http://www.scb.se/Statistik/_Publikationer/BE0701_2013A01_BR_BE51BR1401.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2013A01_BR_BE51BR1401.pdf
16233928	http://www.scb.se/Statistik/_Publikationer/BE0701_2013A01_BR_BE51BR1401.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2013A01_BR_BE51BR1401.pdf
16593371	http://www.scb.se/Statistik/_Publikationer/BE0701_2014A01_BR_BE51BR1402.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2014A01_BR_BE51BR1402.pdf
16540187	http://www.scb.se/Statistik/_Publikationer/BE0701_2014A01_BR_BE51BR1402.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2014A01_BR_BE51BR1402.pdf
17116308	http://www.scb.se/Statistik/_Publikationer/BE0701_2014A01_BR_BE51BR1403.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2014A01_BR_BE51BR1403.pdf
16984017	http://www.scb.se/Statistik/_Publikationer/BE0701_2014A01_BR_BE51BR1403.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2014A01_BR_BE51BR1403.pdf
17514428	http://www.scb.se/Statistik/_Publikationer/BE0701_2014A01_BR_BE51BR1404.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2014A01_BR_BE51BR1404.pdf
17292842	http://www.scb.se/Statistik/_Publikationer/BE0701_2014A01_BR_BE51BR1404.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2014A01_BR_BE51BR1404.pdf
17807317	http://www.scb.se/Statistik/_Publikationer/BE0701_2015A01_BR_BE51BR1501.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2015A01_BR_BE51BR1501.pdf
18241276	http://www.scb.se/Statistik/_Publikationer/BE0701_2015A01_BR_BE51BR1503.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2015A01_BR_BE51BR1503.pdf
18094470	http://www.scb.se/Statistik/_Publikationer/BE0701_2015A01_BR_BE51BR1503.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2015A01_BR_BE51BR1503.pdf
18257857	http://www.scb.se/Statistik/_Publikationer/BE0701_2015A01_BR_BE51BR1504.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2015A01_BR_BE51BR1504.pdf
18098050	http://www.scb.se/Statistik/_Publikationer/BE0701_2015A01_BR_BE51BR1504.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2015A01_BR_BE51BR1504.pdf
19540118	http://www.scb.se/Statistik/_Publikationer/BE0701_2015A01F_BR_BE51BR1602.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2015A01F_BR_BE51BR1602.pdf
20858813	http://www.scb.se/Statistik/_Publikationer/BE0701_2015A01F_BR_BE51BR1602.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE0701_2015A01F_BR_BE51BR1602.pdf
14803716	http://www.scb.se/statistik/_publikationer/BE9999_2012A01_BR_BE96BR1301.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE9999_2012A01_BR_BE96BR1301.pdf
14803715	http://www.scb.se/statistik/_publikationer/BE9999_2012A01_BR_BE96BR1302.pdf	http://share.scb.se/download.aspx?id=OV9997&file=BE9999_2012A01_BR_BE96BR1302.pdf
16248118	http://www.scb.se/Statistik/_Publikationer/EN0114_2009A01_BR_EN0114BR1301.pdf	http://share.scb.se/download.aspx?id=OV9997&file=EN0114_2009A01_BR_EN0114BR1301.pdf
14706450	http://www.scb.se/statistik/_publikationer/EN0305_2012A01_BR_ENFT1301.pdf	http://share.scb.se/download.aspx?id=OV9997&file=EN0305_2012A01_BR_ENFT1301.pdf
16812543	http://www.scb.se/Statistik/_Publikationer/EN0305_2013A01_BR_ENFT1401.pdf	http://share.scb.se/download.aspx?id=OV9997&file=EN0305_2013A01_BR_ENFT1401.pdf
16248120	http://www.scb.se/Statistik/_Publikationer/EN9999_2009A01_BR_ENFT1302.pdf	http://share.scb.se/download.aspx?id=OV9997&file=EN9999_2009A01_BR_ENFT1302.pdf
14710946	http://www.scb.se/statistik/_publikationer/FM0001_2012A01_BR_FM02BR1301.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2012A01_BR_FM02BR1301.pdf
14710947	http://www.scb.se/statistik/_publikationer/FM0001_2012A01_BR_FM02BR1301ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2012A01_BR_FM02BR1301ENG.pdf
16984018	http://www.scb.se/Statistik/_Publikationer/FM0001_2013A01_BR_FM02BR1401.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2013A01_BR_FM02BR1401.pdf
16984019	http://www.scb.se/Statistik/_Publikationer/FM0001_2013A01_BR_FM02BR1401ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2013A01_BR_FM02BR1401ENG.pdf
17281846	http://www.scb.se/Statistik/_Publikationer/FM0001_2013A01_BR_FM03BR1401.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2013A01_BR_FM03BR1401.pdf
14698203	http://www.scb.se/statistik/_publikationer/FM0001_2013K02B_BR_FM04BR1303.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2013K02B_BR_FM04BR1303.pdf
14698207	http://www.scb.se/statistik/_publikationer/FM0001_2013K02B_BR_FM04BR1303ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2013K02B_BR_FM04BR1303ENG.pdf
16247875	http://www.scb.se/Statistik/_Publikationer/FM0001_2013K03B_BR_FM04BR1304.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2013K03B_BR_FM04BR1304.pdf
16247872	http://www.scb.se/Statistik/_Publikationer/FM0001_2013K03B_BR_FM04BR1304ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2013K03B_BR_FM04BR1304ENG.pdf
18452959	http://www.scb.se/Statistik/_Publikationer/FM0001_2014A01_BR_FM02BR1501.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2014A01_BR_FM02BR1501.pdf
18452992	http://www.scb.se/Statistik/_Publikationer/FM0001_2014A01_BR_FM02BR1501ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2014A01_BR_FM02BR1501ENG.pdf
18806454	http://www.scb.se/Statistik/_Publikationer/FM0001_2014A01B_BR_FM03BR1501.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2014A01B_BR_FM03BR1501.pdf
18806455	http://www.scb.se/Statistik/_Publikationer/FM0001_2014A01B_BR_FM03BR1501ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2014A01B_BR_FM03BR1501ENG.pdf
17646470	http://www.scb.se/Statistik/_Publikationer/FM0001_2014K04_BR_FM04BR1501.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2014K04_BR_FM04BR1501.pdf
17646468	http://www.scb.se/Statistik/_Publikationer/FM0001_2014K04_BR_FM04BR1501ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2014K04_BR_FM04BR1501ENG.pdf
20910327	http://www.scb.se/Statistik/_Publikationer/FM0001_2015H02_BR_FM02BR1601.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2015H02_BR_FM02BR1601.pdf
20910349	http://www.scb.se/Statistik/_Publikationer/FM0001_2015H02_BR_FM02BR1601ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM0001_2015H02_BR_FM02BR1601ENG.pdf
14698208	http://www.scb.se/statistik/_publikationer/FM5001_2013M05_BR_FM5001BR1307.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2013M05_BR_FM5001BR1307.pdf
14803583	http://www.scb.se/statistik/_publikationer/FM5001_2013M08_BR_FM5001BR1310.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2013M08_BR_FM5001BR1310.pdf
14803587	http://www.scb.se/statistik/_publikationer/FM5001_2013M08_BR_FM5001BR1310ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2013M08_BR_FM5001BR1310ENG.pdf
14803713	http://www.scb.se/statistik/_publikationer/FM5001_2013M09_BR_FM5001BR1311.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2013M09_BR_FM5001BR1311.pdf
14803712	http://www.scb.se/statistik/_publikationer/FM5001_2013M09_BR_FM5001BR1311ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2013M09_BR_FM5001BR1311ENG.pdf
16247897	http://www.scb.se/Statistik/_Publikationer/FM5001_2013M10_BR_FM5001BR1312.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2013M10_BR_FM5001BR1312.pdf
16247888	http://www.scb.se/Statistik/_Publikationer/FM5001_2013M10_BR_FM5001BR1312ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2013M10_BR_FM5001BR1312ENG.pdf
16247959	http://www.scb.se/Statistik/_Publikationer/FM5001_2013M11_BR_FM5001BR1401.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2013M11_BR_FM5001BR1401.pdf
16247979	http://www.scb.se/Statistik/_Publikationer/FM5001_2013M11_BR_FM5001BR1401ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2013M11_BR_FM5001BR1401ENG.pdf
16247914	http://www.scb.se/Statistik/_Publikationer/FM5001_2013M12_BR_FM5001BR1402.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2013M12_BR_FM5001BR1402.pdf
16247915	http://www.scb.se/Statistik/_Publikationer/FM5001_2013M12_BR_FM5001BR1402ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2013M12_BR_FM5001BR1402ENG.pdf
16248180	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M01_BR_FM5001BR1403.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M01_BR_FM5001BR1403.pdf
16248179	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M01_BR_FM5001BR1403ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M01_BR_FM5001BR1403ENG.pdf
16259936	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M02_BR_FM5001BR1404.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M02_BR_FM5001BR1404.pdf
16259937	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M02_BR_FM5001BR1404ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M02_BR_FM5001BR1404ENG.pdf
16479916	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M03_BR_FM5001BR1405.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M03_BR_FM5001BR1405.pdf
16479914	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M03_BR_FM5001BR1405ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M03_BR_FM5001BR1405ENG.pdf
16635443	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M04_BR_FM5001BR1406.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M04_BR_FM5001BR1406.pdf
16635444	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M04_BR_FM5001BR1406ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M04_BR_FM5001BR1406ENG.pdf
16632639	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M05_BR_FM5001BR1407.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M05_BR_FM5001BR1407.pdf
16632638	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M05_BR_FM5001BR1407ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M05_BR_FM5001BR1407ENG.pdf
16738113	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M06_BR_FM5001BR1408.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M06_BR_FM5001BR1408.pdf
16738112	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M06_BR_FM5001BR1408ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M06_BR_FM5001BR1408ENG.pdf
16886509	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M07_BR_FM5001BR1409.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M07_BR_FM5001BR1409.pdf
16886510	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M07_BR_FM5001BR1409ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M07_BR_FM5001BR1409ENG.pdf
16985434	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M08_BR_FM5001BR1410.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M08_BR_FM5001BR1410.pdf
16985438	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M08_BR_FM5001BR1410ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M08_BR_FM5001BR1410ENG.pdf
17095361	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M09_BR_FM5001BR1411.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M09_BR_FM5001BR1411.pdf
17095362	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M09_BR_FM5001BR1411ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M09_BR_FM5001BR1411ENG.pdf
17462809	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M12_BR_FM5001BR1501.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M12_BR_FM5001BR1501.pdf
17462811	http://www.scb.se/Statistik/_Publikationer/FM5001_2014M12_BR_FM5001BR1501ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2014M12_BR_FM5001BR1501ENG.pdf
17624526	http://www.scb.se/Statistik/_Publikationer/FM5001_2015M01_BR_FM5001BR1502.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2015M01_BR_FM5001BR1502.pdf
17624539	http://www.scb.se/Statistik/_Publikationer/FM5001_2015M01_BR_FM5001BR1502ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2015M01_BR_FM5001BR1502ENG.pdf
17807321	http://www.scb.se/Statistik/_Publikationer/FM5001_2015M02_BR_FM5001BR1503.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2015M02_BR_FM5001BR1503.pdf
17807324	http://www.scb.se/Statistik/_Publikationer/FM5001_2015M02_BR_FM5001BR1503ENG.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2015M02_BR_FM5001BR1503ENG.pdf
17909087	http://www.scb.se/Statistik/_Publikationer/FM5001_2015M03_BR_FM5001BR1504.pdf	http://share.scb.se/download.aspx?id=OV9997&file=FM5001_2015M03_BR_FM5001BR1504.pdf
