descriptionlanguage	id	iri
{"code": "sw"}	86lnqgks0cx2vgs	http://libris.kb.se/auth/234714
{"code": "sw"}	pm135w3721rx7tf	http://libris.kb.se/auth/234787
{"code": "sw"}	ljx02t540xwg5g4	http://libris.kb.se/auth/234934
{"code": "sw"}	86lnqh3s2b516f5	http://libris.kb.se/auth/235194
{"code": "sw"}	gdsvxpf026mkb79	http://libris.kb.se/auth/235290
{"code": "sw"}	dbqsvmkx2frdcrz	http://libris.kb.se/auth/235498
{"code": "sw"}	fcrtwnlz0nlfcfm	http://libris.kb.se/auth/235499
{"@id": "https://id.kb.se/language/swe"}	53hkmflp5psqqth	http://libris.kb.se/auth/236631
{"code": "sw"}	gdsvxr003s20h8w	http://libris.kb.se/auth/236700
{"code": "sw"}	0xbdg9tj382pd5l	http://libris.kb.se/auth/236986
{"code": "sw"}	qn24615806r4gkt	http://libris.kb.se/auth/237518
{"@id": "https://id.kb.se/language/swe"}	wt79c7ff3kxh8f0	http://libris.kb.se/auth/237613
{"code": "sw"}	42gjljnn4pm2n30	http://libris.kb.se/auth/239420
{"code": "sw"}	0xbdgfjj4j1cnwk	http://libris.kb.se/auth/240316
{"code": "sw"}	xv8bdcmg2704553	http://libris.kb.se/auth/240464
{"code": "sw"}	tr5798xc2tmnd9n	http://libris.kb.se/auth/240821
{"code": "sw"}	khwz10q35h8v7zt	http://libris.kb.se/auth/240873
{"code": "sw"}	sq4688nb39n8m61	http://libris.kb.se/auth/241510
{"code": "sw"}	53hkmnwp5bh5wdg	http://libris.kb.se/auth/242301
{"code": "sw"}	khwz12t32055lz6	http://libris.kb.se/auth/242763
{"code": "SRo"}	75kmqrdr2g76zvs	http://libris.kb.se/auth/243593
{"@id": "https://id.kb.se/language/swe"}	dbqswz6x55cwmp0	http://libris.kb.se/auth/244168
{"code": "sw"}	gdsvz1h04kmp6g1	http://libris.kb.se/auth/244350
{"code": "sw"}	khwz24n31fnz3q6	http://libris.kb.se/auth/244413
{"code": "sw"}	b8nqtwfv2vbzgj3	http://libris.kb.se/auth/244436
{"code": "sw"}	zw9cgkph0h91dfl	http://libris.kb.se/auth/244995
{"code": "sw"}	qn247bh80hzxmhk	http://libris.kb.se/auth/245018
{"code": "sw"}	khwz25d34x5s3k7	http://libris.kb.se/auth/245073
{"code": "sw"}	0xbdhltj0r0hnnk	http://libris.kb.se/auth/245086
{"code": "SHB"}	75kmqt3r3wdkts7	http://libris.kb.se/auth/245123
{"code": "sw"}	97mpswbt1cl5b42	http://libris.kb.se/auth/245275
{"code": "sw"}	nl0258q60s179pz	http://libris.kb.se/auth/245286
{"code": "sw"}	1zcfjmdk4q8t8p4	http://libris.kb.se/auth/245567
{"code": "sw"}	xv8bfkkg06l73mh	http://libris.kb.se/auth/245804
{"@id": "https://id.kb.se/language/swe"}	hftw04k13xx6g4w	http://libris.kb.se/auth/246181
{"code": "sw"}	sq469fvb4g5h9v4	http://libris.kb.se/auth/246190
{"@id": "https://id.kb.se/language/swe"}	vs68ch0d305x2th	http://libris.kb.se/auth/246252
{"@id": "https://id.kb.se/language/swe"}	zw9cgl3h0mtjk9n	http://libris.kb.se/auth/246255
{"code": "L"}	86lnrwfs4kp2nq8	http://libris.kb.se/auth/246294
{"@id": "https://id.kb.se/language/swe"}	xv8bflhg2pbm6vk	http://libris.kb.se/auth/246644
{"@id": "https://id.kb.se/language/swe"}	75kmqwsr5kj80qc	http://libris.kb.se/auth/246653
{"@id": "https://id.kb.se/language/swe"}	ljx038942h8mz7z	http://libris.kb.se/auth/246754
{"code": "sw"}	rp358fg90fltkcj	http://libris.kb.se/auth/246759
{"@id": "https://id.kb.se/language/swe"}	sq469gqb1w4qlh0	http://libris.kb.se/auth/246970
{"@id": "https://id.kb.se/language/swe"}	sq469gsb2zl3nsd	http://libris.kb.se/auth/247030
{"@id": "https://id.kb.se/language/swe"}	hftw05j13nv3z2d	http://libris.kb.se/auth/247051
{"@id": "https://id.kb.se/language/swe"}	jgvx16q21m9m6g1	http://libris.kb.se/auth/247202
{"code": "sw"}	khwz27r313dnzf9	http://libris.kb.se/auth/247203
{"code": "sw"}	nl025bw62g02fd3	http://libris.kb.se/auth/247236
{"code": "sw"}	b8nqt1wv18sn6q0	http://libris.kb.se/auth/247556
{"code": "sw"}	rp358gh90pnwqqp	http://libris.kb.se/auth/247689
{"code": "sw"}	vs68ckld3bjmzl8	http://libris.kb.se/auth/247692
{"code": "sw"}	86lnrzjs1d25xdr	http://libris.kb.se/auth/248184
{"code": "(swe)"}	vs68clvd19tbfm8	http://libris.kb.se/auth/248832
{"code": "sw"}	jgvx19c25g48dr2	http://libris.kb.se/auth/249572
{"code": "sw"}	wt79dnqf0n3b6rm	http://libris.kb.se/auth/249583
{"code": "sw"}	xv8bfprg30lz9dv	http://libris.kb.se/auth/249584
{"code": "sw"}	nl025fn63d83pn2	http://libris.kb.se/auth/249726
{"code": "sw"}	vs68cmxd2kst8rv	http://libris.kb.se/auth/249792
{"code": "sw"}	gdsvz7m007v9jj3	http://libris.kb.se/auth/249870
{"code": "sw"}	wt79dn5f3cx0kr0	http://libris.kb.se/auth/249973
{"code": "gw"}	hftw09211zc0vg9	http://libris.kb.se/auth/250231
{"code": "sw"}	20dgkvpl04p1jqt	http://libris.kb.se/auth/250308
{"code": "sw"}	mkz14fs5138kgtp	http://libris.kb.se/auth/250775
{"code": "sw"}	c9prv60w17b6jg3	http://libris.kb.se/auth/251217
{"code": "sw"}	86lnr4js2g46r6q	http://libris.kb.se/auth/252684
{"code": "sw"}	97mps5mt427lvhk	http://libris.kb.se/auth/252745
{"code": "sw"}	75kmq3mr184h567	http://libris.kb.se/auth/252803
{"code": "sw"}	31fhl05m43db47l	http://libris.kb.se/auth/253399
{"code": "sw"}	53hkn27p2ddzqc0	http://libris.kb.se/auth/253401
{"code": "sw"}	wt79ds6f322tv88	http://libris.kb.se/auth/253603
{"code": "sw"}	97mps6lt2ntkxs4	http://libris.kb.se/auth/253615
{"code": "sw"}	rp358n3920dck88	http://libris.kb.se/auth/253629
{"code": "sw"}	gdsvzcv04vtk65n	http://libris.kb.se/auth/253680
{"code": "sw"}	zw9cgwnh13tfnxq	http://libris.kb.se/auth/253965
{"code": "sw"}	fcrtxchz5tst4pq	http://libris.kb.se/auth/254309
{"code": "sw"}	86lnr6ls559v44r	http://libris.kb.se/auth/254544
{"code": "sw"}	fcrtxcrz3m8nh2b	http://libris.kb.se/auth/254549
{"code": "sw"}	jgvx1h321kvnh4h	http://libris.kb.se/auth/254732
{"code": "sw"}	nl025mt63h1ql3g	http://libris.kb.se/auth/255276
{"code": "sw"}	pm136nz75p5qvnj	http://libris.kb.se/auth/255367
{"code": "sw"}	qn247p082c9g4lp	http://libris.kb.se/auth/255368
{"code": "sw"}	0xbdhzdj01gbj0x	http://libris.kb.se/auth/255496
{"code": "sw"}	sq469scb24h33t8	http://libris.kb.se/auth/255640
{"code": "sw"}	xv8bfxhg2246631	http://libris.kb.se/auth/255644
{"code": "L"}	97mps9wt2zjcblf	http://libris.kb.se/auth/255685
{"code": "sw"}	tr57btnc36t1tcn	http://libris.kb.se/auth/255881
{"code": "sw"}	1zcfj13k26p8jcg	http://libris.kb.se/auth/256097
{"code": "sw"}	hftw0hm11dh57zz	http://libris.kb.se/auth/256141
{"code": "sw"}	b8nqtc2v4gnnzxq	http://libris.kb.se/auth/256706
{"code": "sw"}	qn247sb84l3m659	http://libris.kb.se/auth/257468
{"code": "sw"}	vs68cxgd14bnx5b	http://libris.kb.se/auth/257472
{"code": "sw"}	qn247sc81sxdgnj	http://libris.kb.se/auth/257498
{"code": "sw"}	tr57bwgc58ztrjq	http://libris.kb.se/auth/257501
{"code": "sw"}	97mpscxt5pcthk0	http://libris.kb.se/auth/257515
{"code": "sw"}	mkz14pb53kwww7j	http://libris.kb.se/auth/257555
{"code": "sw"}	42gjm6tn539df8r	http://libris.kb.se/auth/257570
{"@id": "https://id.kb.se/language/swe"}	hftw0k71124fcf8	http://libris.kb.se/auth/257581
{"code": "se"}	rp358t1954wdlbh	http://libris.kb.se/auth/258069
{"code": "sw"}	khwz2mw329s518l	http://libris.kb.se/auth/258123
{"code": "sw"}	31fhl5hm2bkcsff	http://libris.kb.se/auth/258199
{"code": "sw"}	75kmqb0r2sxdmzk	http://libris.kb.se/auth/258533
{"code": "sw"}	20dgk5gl3v54cc9	http://libris.kb.se/auth/259098
{"code": "sw"}	xv8bf2kg2m0d860	http://libris.kb.se/auth/259304
{"code": "se"}	20dgk6zl0lqc3b9	http://libris.kb.se/auth/259548
{"code": "se"}	42gjm81n08w50nv	http://libris.kb.se/auth/259550
{"code": "sw"}	khwz2p034q47ck3	http://libris.kb.se/auth/260013
{"code": "sw"}	42gjm93n1vp7q1q	http://libris.kb.se/auth/260510
{"code": "sw"}	b8nqthjv3d3kl8x	http://libris.kb.se/auth/260726
{"code": "sw"}	42gjm9dn2xmbfnr	http://libris.kb.se/auth/260780
{"code": "sw"}	64jlpcgq2j713bh	http://libris.kb.se/auth/260782
{"code": "sw"}	pm136v370gqf3n1	http://libris.kb.se/auth/260887
{"code": "sw"}	64jlpdvq2wm34lj	http://libris.kb.se/auth/261142
{"code": "sw"}	86lnrgxs3gm0lmh	http://libris.kb.se/auth/261144
{"code": "sw"}	nl025vc626npxxx	http://libris.kb.se/auth/261156
{"code": "sw"}	rp358zx94j2c8tf	http://libris.kb.se/auth/261579
{"code": "sw"}	tr57b13c4m41g40	http://libris.kb.se/auth/261671
{"code": "sw"}	wt79d35f0w931kb	http://libris.kb.se/auth/261673
{"code": "sw"}	wt79d38f1fpk7rx	http://libris.kb.se/auth/261763
{"code": "sw"}	97mpshnt4r0w9r8	http://libris.kb.se/auth/261775
{"code": "sw"}	fcrtxmvz3w4d9x8	http://libris.kb.se/auth/261839
{"code": "sw"}	dbqswm3x3sv63b8	http://libris.kb.se/auth/262078
{"code": "S"}	gdsvzph03hgp7j5	http://libris.kb.se/auth/262350
{"code": "sw"}	sq4691tb44698qg	http://libris.kb.se/auth/262360
{"code": "sw"}	dbqswmrx3qgkx8b	http://libris.kb.se/auth/262678
{"code": "sw"}	dbqswmvx48jw5js	http://libris.kb.se/auth/262768
{"code": "sw"}	khwz2s2316kfg0z	http://libris.kb.se/auth/262773
{"code": "sw"}	64jlpgsq4r2m6n1	http://libris.kb.se/auth/262882
{"code": "sw"}	20dgkbvl110dwz5	http://libris.kb.se/auth/263058
{"code": "sw"}	31fhldmm1bl2q52	http://libris.kb.se/auth/263719
{"code": "sw"}	53hkngpp0pjrh0f	http://libris.kb.se/auth/263721
{"code": "sw"}	b8nqtmvv2z9gjv6	http://libris.kb.se/auth/263726
{"code": "sw"}	dbqswpxx2c1732p	http://libris.kb.se/auth/263728
{"code": "sw"}	wt79d6gf3tkt8s3	http://libris.kb.se/auth/263743
{"code": "sw"}	rp3582c92p4wmb7	http://libris.kb.se/auth/263769
{"code": "sw"}	c9prvngw2nb6zzf	http://libris.kb.se/auth/264237
{"code": "sw"}	qn2472281k9f2ph	http://libris.kb.se/auth/265328
{"code": "sw"}	75kmqkkr31v1nxc	http://libris.kb.se/auth/265343
{"@id": "https://id.kb.se/language/swe"}	97mpsmmt2gtq0hd	http://libris.kb.se/auth/265345
{"code": "s we"}	dbqswrxx1g6gf6h	http://libris.kb.se/auth/265528
{"code": "sw"}	sq4695xb0h48f27	http://libris.kb.se/auth/266050
{"code": "sw"}	khwz2xs351jbffl	http://libris.kb.se/auth/266133
{"code": "sw"}	rp3584091c5tvgg	http://libris.kb.se/auth/266139
{"code": "sw"}	97mpsnjt296x1mk	http://libris.kb.se/auth/266155
{"code": "sw"}	64jlpkgq1swnm17	http://libris.kb.se/auth/266182
{"code": "sw"}	86lnrmls05l0gz3	http://libris.kb.se/auth/266244
{"code": "sw"}	97mpsnmt2wqq7mk	http://libris.kb.se/auth/266245
{"code": "sw"}	b8nqtpnv58tf3q5	http://libris.kb.se/auth/266246
{"code": "sw"}	sq46957b21cl87r	http://libris.kb.se/auth/266320
{"code": "sw"}	0xbdhcfj42k9dpg	http://libris.kb.se/auth/266326
{"code": "sw"}	86lnrmps1lqrbzw	http://libris.kb.se/auth/266334
{"code": "sw"}	vs68c8dd3h9410h	http://libris.kb.se/auth/266412
{"code": "sw"}	fcrtxt0z2g12bf1	http://libris.kb.se/auth/266459
{"code": "sw"}	jgvx1x521tgg3hf	http://libris.kb.se/auth/266492
{"code": "sw"}	ljx0307447vzdcd	http://libris.kb.se/auth/266494
{"code": "sw"}	sq4696fb2j51xk3	http://libris.kb.se/auth/266500
{"code": "sw"}	xv8bfbvg0v6kxdt	http://libris.kb.se/auth/266774
{"code": "sw"}	vs68c8vd3qzt833	http://libris.kb.se/auth/266832
{"code": "sw"}	97mpspct0hz5gs2	http://libris.kb.se/auth/266905
{"code": "s we"}	rp3585v9056m304	http://libris.kb.se/auth/266919
{"code": "sw"}	hftw0w015dv5hfg	http://libris.kb.se/auth/267271
{"code": "sw"}	mkz142852mxfb4j	http://libris.kb.se/auth/267395
{"code": "sw"}	nl0253965d2gqx2	http://libris.kb.se/auth/267396
{"code": "sw"}	xv8bfccg4bd2p4k	http://libris.kb.se/auth/268124
{"code": "sw"}	mkz143850z8jqv5	http://libris.kb.se/auth/268295
{"code": "sw"}	ljx032f44kmvgjc	http://libris.kb.se/auth/268474
{"code": "sw"}	64jlpp6q4b0p555	http://libris.kb.se/auth/269542
{"code": "X"}	xv8cggsg2h0369k	http://libris.kb.se/auth/270314
{"@id": "https://id.kb.se/language/swe"}	ljx145442qz8wd4	http://libris.kb.se/auth/270904
{"@id": "https://id.kb.se/language/swe"}	nl0367663fmhz1v	http://libris.kb.se/auth/270906
{"code": "sw"}	jgvz233248n9vzs	http://libris.kb.se/auth/270932
{"code": "NB"}	42gknprn4sf7pw4	http://libris.kb.se/auth/271010
{"@id": "https://id.kb.se/language/swe"}	b8nrvw5v5jkzhz6	http://libris.kb.se/auth/271196
{"code": "sw"}	nl0367m65ks30m7	http://libris.kb.se/auth/271296
{"@id": "https://id.kb.se/language/swe"}	hftx12j14dlr6mr	http://libris.kb.se/auth/271351
{"code": "sw"}	qn2589s808k60n0	http://libris.kb.se/auth/271388
{"code": "sw"}	75knrsfr2b9mz7b	http://libris.kb.se/auth/271523
{"code": "sw"}	86lpstgs5rs7qg7	http://libris.kb.se/auth/271524
{"code": "sw"}	1zcgklbk1w4kq78	http://libris.kb.se/auth/271607
{"code": "s we"}	dbqtxzwx0dqk8g9	http://libris.kb.se/auth/271798
{"@id": "https://id.kb.se/language/swe"}	jgvz24422w8bg6f	http://libris.kb.se/auth/271862
{"code": "sw"}	0xbfjl3j02f5kgc	http://libris.kb.se/auth/272326
{"code": "sw"}	nl0368265t96xdc	http://libris.kb.se/auth/272586
{"@id": "https://id.kb.se/language/swe"}	tr58cf7c2sm1lkm	http://libris.kb.se/auth/272591
{"code": "ru"}	ljx147444zlw3zh	http://libris.kb.se/auth/272704
{"code": "sw"}	sq47bflb3v4n5rt	http://libris.kb.se/auth/272950
{"code": "1973-"}	53hlps4p09mgmrl	http://libris.kb.se/auth/273111
{"code": "sw"}	pm147cp71wq8gv4	http://libris.kb.se/auth/274027
{"code": "sw"}	rp369fr944bd8nr	http://libris.kb.se/auth/274029
{"code": "sw"}	sq47bgsb4vz0zvv	http://libris.kb.se/auth/274030
{"code": "sw"}	zw9dhmzh3rpnbnp	http://libris.kb.se/auth/274035
{"code": "sw"}	53hlpt5p5fbqdm1	http://libris.kb.se/auth/274041
{"code": "sw"}	b8nrv0cv220ftcp	http://libris.kb.se/auth/274076
{"code": "sw"}	0xbfjp4j4twhwtb	http://libris.kb.se/auth/275056
